date,AEMD,EXV6,H4ZS,KLMH,LYPG,UEQD
2020-11-26 00:00:00,51.79,46.165,25.915,55.418,397.15,17.9605
2020-11-27 00:00:00,52.006,46.445,26.075,55.468,398.15,18.0165
2020-11-30 00:00:00,50.606,46.445,25.44,55.418,394.7,17.818
2020-12-01 00:00:00,51.2,46.445,26.34,55.24,401.0,18.146
2020-12-02 00:00:00,51.178,46.445,26.195,55.254,397.35,18.0855
2020-12-03 00:00:00,51.286,48.805,26.59,55.432,397.55,18.129
2020-12-04 00:00:00,51.76,49.595,26.955,55.226,400.6,18.234
2020-12-07 00:00:00,51.7,49.595,26.55,55.436,402.6,18.256
2020-12-08 00:00:00,51.89,49.595,26.395,55.46,404.4,18.306
2020-12-09 00:00:00,52.152,49.595,26.535,55.504,404.25,18.338
2020-12-10 00:00:00,51.552,49.485,25.855,55.39,398.9,18.06
2020-12-11 00:00:00,52.03,49.365,26.32,55.58,394.3,18.158
2020-12-14 00:00:00,51.626,49.365,26.255,55.56,399.95,18.113
2020-12-15 00:00:00,51.82,49.365,26.745,55.59,400.8,18.23
2020-12-16 00:00:00,52.036,49.365,26.565,55.448,405.55,18.268
2020-12-17 00:00:00,52.134,51.26,27.015,55.476,407.7,18.374
2020-12-18 00:00:00,52.118,50.79,26.585,55.42,407.05,18.276
2020-12-21 00:00:00,51.438,50.79,25.93,55.316,403.35,18.2375
2020-12-22 00:00:00,51.382,50.79,25.645,55.41,411.15,18.267
2020-12-23 00:00:00,51.794,50.79,26.02,55.326,411.65,18.3
2020-12-28 00:00:00,51.584,50.6,26.335,55.444,415.4,18.457
2020-12-29 00:00:00,52.06,50.71,26.93,55.506,413.65,18.42
2020-12-30 00:00:00,52.832,50.84,27.43,55.464,412.3,18.48
2021-01-04 00:00:00,53.272,52.25,27.245,55.52,407.0,18.218
2021-01-05 00:00:00,53.948,52.81,26.82,55.456,406.3,18.334
2021-01-06 00:00:00,54.35,55.55,28.09,55.226,408.15,18.648
2021-01-07 00:00:00,54.156,56.27,27.78,55.226,411.5,18.7715
2021-01-08 00:00:00,55.512,56.24,28.085,55.33,415.65,18.705
2021-01-11 00:00:00,55.688,56.24,28.085,55.296,418.05,18.7885
2021-01-12 00:00:00,55.878,56.24,28.045,55.12,415.25,18.736
2021-01-13 00:00:00,56.206,56.24,28.005,55.24,418.15,18.8355
2021-01-14 00:00:00,56.872,56.43,28.385,55.264,418.95,18.818
2021-01-15 00:00:00,56.514,54.37,28.25,55.302,415.55,18.6
2021-01-18 00:00:00,56.648,54.37,28.585,55.288,414.15,18.599
2021-01-19 00:00:00,57.036,54.37,28.12,55.206,414.0,18.778
2021-01-20 00:00:00,58.132,54.37,27.865,55.252,425.0,19.015
2021-01-21 00:00:00,58.11,55.1,27.31,55.14,426.65,19.0315
2021-01-22 00:00:00,57.456,54.28,26.72,55.19,426.0,18.996
2021-01-25 00:00:00,57.844,54.28,26.875,55.294,427.45,18.945
2021-01-26 00:00:00,57.322,54.28,26.47,55.296,429.55,19.037
2021-01-27 00:00:00,56.556,54.28,26.365,55.35,425.55,18.697
2021-01-28 00:00:00,56.626,52.25,26.2,55.156,425.5,18.859
2021-01-29 00:00:00,55.082,51.23,25.55,55.036,415.3,18.344
2021-02-01 00:00:00,56.746,51.23,25.675,55.134,423.85,18.63
2021-02-02 00:00:00,57.96,51.23,26.375,55.0,432.45,18.9565
2021-02-03 00:00:00,58.088,51.23,26.235,54.95,432.55,18.92
2021-02-04 00:00:00,58.14,52.35,26.265,54.888,437.0,19.0505
2021-02-05 00:00:00,58.356,53.05,26.59,54.888,437.8,19.212
2021-02-08 00:00:00,58.58,53.05,26.565,54.856,440.3,19.2955
2021-02-09 00:00:00,58.756,53.05,26.86,54.9,441.7,19.326
2021-02-10 00:00:00,59.0,53.05,26.82,54.9,438.85,19.2975
2021-02-11 00:00:00,59.544,54.82,26.535,54.95,444.3,19.239
2021-02-12 00:00:00,59.684,54.61,26.25,54.812,446.3,19.292
2021-02-15 00:00:00,60.478,57.01,26.555,54.576,449.4,19.5185
2021-02-16 00:00:00,60.122,58.0,26.565,54.436,447.45,19.444
2021-02-17 00:00:00,60.044,57.78,26.92,54.422,440.95,19.3635
2021-02-18 00:00:00,58.7,57.43,26.41,54.188,437.6,19.354
2021-02-19 00:00:00,59.288,59.1,26.3,53.934,442.1,19.3195
2021-02-22 00:00:00,57.814,59.15,26.035,54.034,431.85,19.266
2021-02-23 00:00:00,57.106,58.74,25.88,54.046,422.75,19.0255
2021-02-24 00:00:00,57.22,60.06,26.415,54.044,426.4,19.141
2021-02-25 00:00:00,56.892,60.26,25.965,53.612,421.85,19.392
2021-02-26 00:00:00,55.64,58.95,25.445,53.742,422.7,18.9765
2021-03-01 00:00:00,57.5,59.33,26.18,53.896,432.35,19.255
2021-03-02 00:00:00,56.984,59.56,26.105,54.152,428.55,19.2015
2021-03-03 00:00:00,56.64,60.21,26.625,54.18,422.75,18.984
2021-03-04 00:00:00,56.144,58.37,26.905,53.928,414.0,18.796
2021-03-05 00:00:00,56.142,58.6,26.53,53.784,404.5,18.774
2021-03-08 00:00:00,55.584,58.6,26.495,53.78,416.25,18.965
2021-03-09 00:00:00,56.444,58.6,27.22,53.63,420.4,19.28
2021-03-10 00:00:00,55.808,58.6,27.415,54.17,421.6,19.277
2021-03-11 00:00:00,57.296,59.33,28.03,53.964,427.45,19.505
2021-03-12 00:00:00,56.642,59.39,27.915,53.782,421.05,19.4495
2021-03-15 00:00:00,56.45,58.12,28.185,53.79,426.55,19.513
2021-03-16 00:00:00,57.366,58.15,28.48,53.966,435.0,19.6065
2021-03-17 00:00:00,56.814,57.61,28.415,53.47,427.55,19.666
2021-03-18 00:00:00,56.666,58.52,28.42,53.552,426.0,19.564
2021-03-19 00:00:00,56.66,57.42,28.215,53.548,422.5,19.394
2021-03-22 00:00:00,56.608,57.44,27.725,53.628,428.3,19.3465
2021-03-23 00:00:00,56.014,56.28,27.705,53.708,429.3,19.392
2021-03-24 00:00:00,55.188,56.47,27.59,53.552,426.85,19.388
2021-03-25 00:00:00,54.97,55.47,27.825,53.876,423.05,19.1965
2021-03-26 00:00:00,55.432,58.06,28.06,53.78,428.45,19.49
2021-03-29 00:00:00,56.046,57.89,28.545,53.712,430.15,19.639
2021-03-30 00:00:00,56.644,58.61,28.675,53.314,430.2,19.564
2021-03-31 00:00:00,56.898,58.63,29.005,53.524,436.8,19.592
2021-04-01 00:00:00,57.35,58.46,28.685,53.74,442.6,19.812
2021-04-06 00:00:00,57.384,59.3,29.225,53.844,449.6,20.148
2021-04-07 00:00:00,56.278,59.5,29.12,53.688,447.35,20.154
2021-04-08 00:00:00,56.74,59.52,29.375,53.928,453.15,20.22
2021-04-09 00:00:00,56.266,59.56,29.285,53.834,455.95,20.29
2021-04-12 00:00:00,55.8,58.65,28.83,53.808,454.95,20.384
2021-04-13 00:00:00,55.954,58.81,28.835,53.468,457.15,20.438
2021-04-14 00:00:00,56.29,60.16,29.17,53.726,456.2,20.475
2021-04-15 00:00:00,56.364,61.22,29.605,53.786,460.5,20.563
2021-04-16 00:00:00,56.566,61.8,29.895,53.442,459.9,20.642
2021-04-19 00:00:00,55.994,61.84,29.495,53.73,454.35,20.53
2021-04-20 00:00:00,56.08,60.98,29.18,53.668,448.15,20.521
2021-04-21 00:00:00,55.934,60.48,29.71,53.712,453.0,20.549
2021-04-22 00:00:00,56.19,60.27,29.72,53.796,457.1,20.62
2021-04-23 00:00:00,56.346,60.98,29.765,53.756,455.6,20.418
2021-04-26 00:00:00,56.444,62.5,29.495,53.682,458.25,20.665
2021-04-27 00:00:00,56.624,62.0,29.47,53.664,456.55,20.708
2021-04-28 00:00:00,56.794,62.23,29.23,53.682,453.9,20.659
2021-04-29 00:00:00,56.33,61.42,29.125,53.214,449.9,20.701
2021-04-30 00:00:00,56.096,60.33,28.785,53.286,450.0,20.592
2021-05-03 00:00:00,56.04,60.82,28.93,53.654,446.5,20.771
2021-05-04 00:00:00,55.284,60.69,28.81,53.484,435.2,20.418
2021-05-05 00:00:00,55.896,63.29,29.025,53.656,442.7,20.627
2021-05-06 00:00:00,56.028,63.91,29.335,53.368,436.45,20.621
2021-05-07 00:00:00,56.392,65.13,29.64,53.616,442.15,20.79
2021-05-10 00:00:00,55.442,66.28,30.025,53.286,432.75,20.895
2021-05-11 00:00:00,54.942,65.38,29.75,53.176,425.65,20.512
2021-05-12 00:00:00,54.062,65.65,29.32,52.908,419.7,20.16
2021-05-13 00:00:00,53.938,63.79,29.43,52.944,422.25,20.301
2021-05-14 00:00:00,54.396,63.22,29.655,53.252,428.05,20.615
